CREDIT	DEBIT	CHTRANSFERID	CREATEDDATE
13.145	0.0625	1478914602	30-Dec-25
6.12	0.05	1478914604	30-Dec-25
0	0.5	1478914605	30-Dec-25
2.8	0	1478914607	30-Dec-25
0	8	1478914608	30-Dec-25
0	0.3	1478914616	30-Dec-25
2	0	1478914619	30-Dec-25
50	0	1478914622	30-Dec-25
25.17	0.075	1478914624	30-Dec-25
0.5	0	1478914625	30-Dec-25
0	80	1478914626	30-Dec-25
0.02	10.1	1478914628	30-Dec-25
2	0	1478914632	30-Dec-25
0	0.01	1478914634	30-Dec-25
40.22	0.1	1478914635	30-Dec-25
0	1	1478914636	30-Dec-25
0	505.4	1478914640	30-Dec-25
0.5	0	1478914642	30-Dec-25
0.02	199.4975	1478914643	30-Dec-25
0.02	14.125	1478914645	30-Dec-25
0.27	0.025	1478914646	30-Dec-25
0	15	1478914647	30-Dec-25
3	0	1478914648	30-Dec-25
12.8	0	1478914649	30-Dec-25
0	0.7	1478914650	30-Dec-25
3	0	1478914651	30-Dec-25
0	0.25	1478914653	30-Dec-25
0	0.4	1478914654	30-Dec-25
0.5	0	1478914655	30-Dec-25
0.25	0	1478914662	30-Dec-25
0.02	50.2	1478914663	30-Dec-25
0	3	1478914664	30-Dec-25
3.12	0.05	1478914666	30-Dec-25
0.1	0	1478914667	30-Dec-25
6	0	1478914669	30-Dec-25
10	0	1478914673	30-Dec-25
0	54	1478914674	30-Dec-25
0	0.2	1478914675	30-Dec-25
0	7.5	1478914678	30-Dec-25
50	0	1478914681	30-Dec-25
0	23.8	1478914683	30-Dec-25
0	40.5	1478914685	30-Dec-25
0.02	3.1	1478914687	30-Dec-25
268	0	1478914688	30-Dec-25
5	0	1478914689	30-Dec-25
0	40.432	1478914690	30-Dec-25
0	0.25	1478914692	30-Dec-25
0.3	0	1478914695	30-Dec-25
0	0.7	1478914700	30-Dec-25
0	0.6	1478914702	30-Dec-25
0.75	0	1478914703	30-Dec-25
4.02	0.05	1478914704	30-Dec-25
0.5	0	1478914707	30-Dec-25
4	0	1478914708	30-Dec-25
0	50	1478914709	30-Dec-25
0	1	1478914712	30-Dec-25
0.25	0	1478914717	30-Dec-25
1	0	1478914722	30-Dec-25
12.145	0.0625	1478914723	30-Dec-25
31	0	1478914724	30-Dec-25
5	0	1478914725	30-Dec-25
0	18.5	1478914726	30-Dec-25
0	0.2	1478914727	30-Dec-25
0	1.7	1478914728	30-Dec-25
4.12	0.05	1478914729	30-Dec-25
0	0.02	1478914732	30-Dec-25
0	25	1478914738	30-Dec-25
1	0	1478914742	30-Dec-25
5	0	1478914743	30-Dec-25
0	17	1478914744	30-Dec-25
4	0	1478914746	30-Dec-25
3	0	1478914748	30-Dec-25
0	0.3	1478914749	30-Dec-25
0	60	1478914750	30-Dec-25
10	0	1478914751	30-Dec-25
0	1.75	1478914754	30-Dec-25
0.1	0	1478914756	30-Dec-25
0	1	1478914757	30-Dec-25
1	0	1478914758	30-Dec-25
0	8.15	1478914759	30-Dec-25
0	4	1478914760	30-Dec-25
20.145	0.0625	1478914762	30-Dec-25
3	0	1478914763	30-Dec-25
0.2	0	1478914764	30-Dec-25
0.5	0	1478914767	30-Dec-25
0	21.25	1478914768	30-Dec-25
0	301.62	1478914769	30-Dec-25
0	1	1478914770	30-Dec-25
1.07	0.025	1478914771	30-Dec-25
0	1	1478914772	30-Dec-25
0	8	1478914773	30-Dec-25
57.27	0.125	1478914775	30-Dec-25
1.6	0	1478914776	30-Dec-25
0.02	23.0575	1478914777	30-Dec-25
14.645	0.0625	1478914781	30-Dec-25
0	0.3	1478914782	30-Dec-25
4.12	0.05	1478914783	30-Dec-25
0	0.25	1478914784	30-Dec-25
0	32	1478914785	30-Dec-25
0	1.2	1478914786	30-Dec-25
0	1	1478914788	30-Dec-25
100.27	0.125	1478914789	30-Dec-25
0.02	26.15	1478914790	30-Dec-25
0	0.1	1478914791	30-Dec-25
0.12	0	1478914792	30-Dec-25
0	50	1478914794	30-Dec-25
3.12	0.05	1478914795	30-Dec-25
20.145	0.0625	1478914796	30-Dec-25
0	7	1478914797	30-Dec-25
0	2.5	1478914798	30-Dec-25
0	0.3	1478914800	30-Dec-25
0.12	0	1478914802	30-Dec-25
25.17	0.075	1478914804	30-Dec-25
0	16	1478914806	30-Dec-25
5	0	1478914807	30-Dec-25
0.02	2.9	1478914809	30-Dec-25
0	5	1478914811	30-Dec-25
0.02	300.75	1478914813	30-Dec-25
0	1	1478914815	30-Dec-25
0.27	0	1478914817	30-Dec-25
10	0	1478914818	30-Dec-25
0.3	0	1478914819	30-Dec-25
2	0	1478914820	30-Dec-25
0.5	0	1478914821	30-Dec-25
0	0.6	1478914822	30-Dec-25
10.12	0.05	1478914824	30-Dec-25
10.12	0.05	1478914825	30-Dec-25
2.5	0	1478914826	30-Dec-25
0.3	0	1478914828	30-Dec-25
0	26	1478914829	30-Dec-25
0	1	1478914835	30-Dec-25
0	0.5	1478914836	30-Dec-25
5.12	0.05	1478914838	30-Dec-25
0	2	1478914842	30-Dec-25
0.02	25.15	1478914845	30-Dec-25
0	0.3	1478914846	30-Dec-25
0	0.5	1478914850	30-Dec-25
0.2	0	1478914854	30-Dec-25
0	5	1478914855	30-Dec-25
10.12	0.05	1478914856	30-Dec-25
0	351.26	1478914857	30-Dec-25
0.02	50.125	1478914859	30-Dec-25
0.25	0	1478914863	30-Dec-25
0	6	1478914864	30-Dec-25
17.075	0.0625	1478914865	30-Dec-25
0	5	1478914866	30-Dec-25
0	1.4	1478914868	30-Dec-25
12	0	1478914869	30-Dec-25
0.15	0	1478914870	30-Dec-25
0	1	1478914871	30-Dec-25
0	103	1478914875	30-Dec-25
0	3300	1478914881	30-Dec-25
0	11	1478914882	30-Dec-25
7	0	1478914884	30-Dec-25
0.5	0	1478914885	30-Dec-25
0	0.6	1478914888	30-Dec-25
0	1.5	1478914890	30-Dec-25
0.1	0	1478914891	30-Dec-25
80	0	1478914892	30-Dec-25
0	22	1478914897	30-Dec-25
0	0.25	1478914898	30-Dec-25
0	3	1478914900	30-Dec-25
0	404	1478914903	30-Dec-25
0.02	1.05	1478914904	30-Dec-25
0	1.5	1478914907	30-Dec-25
79.27	0.125	1478914908	30-Dec-25
0	0.7	1478914909	30-Dec-25
1.9	0	1478914910	30-Dec-25
0	7.3	1478914913	30-Dec-25
0	1.8	1478914914	30-Dec-25
0.02	79.25	1478914915	30-Dec-25
0.02	0.25	1478914918	30-Dec-25
12.145	0.0625	1478914919	30-Dec-25
0.27	0.025	1478914922	30-Dec-25
3.62	0.05	1478914923	30-Dec-25
0	30	1478914925	30-Dec-25
0	1	1478914926	30-Dec-25
0	12	1478914928	30-Dec-25
200	0	1478914930	30-Dec-25
0	2.3	1478914931	30-Dec-25
0	1	1478914932	30-Dec-25
0	0.6	1478914939	30-Dec-25
3.3	0	1478914940	30-Dec-25
0.3	0	1478914941	30-Dec-25
0.3	0	1478914944	30-Dec-25
0	101.08	1478914946	30-Dec-25
0	202.16	1478914947	30-Dec-25
0	0.5	1478914950	30-Dec-25
0	1	1478914958	30-Dec-25
0	0.2	1478914959	30-Dec-25
0	1	1478914960	30-Dec-25
0.1	0	1478914961	30-Dec-25
0	0.12	1478914965	30-Dec-25
0	14	1478914967	30-Dec-25
0.5	0	1478914968	30-Dec-25
0	131.404	1478914969	30-Dec-25
0	2	1478914970	30-Dec-25
0	0.1	1478914971	30-Dec-25
0	40.5	1478914974	30-Dec-25
0	2	1478914975	30-Dec-25
0.5	0	1478914976	30-Dec-25
0	72	1478914978	30-Dec-25
30.17	0.075	1478914979	30-Dec-25
1	0	1478914980	30-Dec-25
0	0.5	1478914985	30-Dec-25
0	0.75	1478914986	30-Dec-25
1.75	0	1478914989	30-Dec-25
0	0.7	1478914990	30-Dec-25
0	0.2	1478914991	30-Dec-25
30	0	1478914993	30-Dec-25
0.25	0	1478914994	30-Dec-25
0	2.609	1478914995	30-Dec-25
0	5	1478914997	30-Dec-25
0	454.05	1478914999	30-Dec-25
0	0.3	1478915000	30-Dec-25
0.25	0	1478915001	30-Dec-25
0	16.7	1478915002	30-Dec-25
0	4	1478915007	30-Dec-25
0	5	1478915008	30-Dec-25
0.7	0	1478915010	30-Dec-25
2	0	1478915013	30-Dec-25
0	0.7	1478915014	30-Dec-25
0	0.2	1478915016	30-Dec-25
0	3	1478915021	30-Dec-25
0	0.5	1478915024	30-Dec-25
100	0	1478915026	30-Dec-25
1.5	0	1478915027	30-Dec-25
0	0.4	1478915028	30-Dec-25
0	0.3	1478915033	30-Dec-25
0	4	1478915034	30-Dec-25
0.02	50.2	1478915035	30-Dec-25
0	200.72	1478915037	30-Dec-25
30	0	1478915038	30-Dec-25
0	300.54	1478915039	30-Dec-25
24.17	0.075	1478915040	30-Dec-25
0	5	1478915042	30-Dec-25
11	0	1478915044	30-Dec-25
0	100	1478915046	30-Dec-25
0	25.5618	1478915047	30-Dec-25
0.2	0	1478915051	30-Dec-25
0.25	0	1478915052	30-Dec-25
0	0.5	1478915053	30-Dec-25
0.6	0	1478915054	30-Dec-25
5	0	1478915055	30-Dec-25
0	10	1478915056	30-Dec-25
0	0.12	1478915059	30-Dec-25
0.25	0	1478915060	30-Dec-25
0	0.5	1478915063	30-Dec-25
2	0	1478915064	30-Dec-25
3.4	0	1478915065	30-Dec-25
92.77	0.125	1478915066	30-Dec-25
0	3.8	1478915067	30-Dec-25
2.35	0	1478915068	30-Dec-25
0	100	1478915069	30-Dec-25
28.17	0.075	1478915070	30-Dec-25
0	1.5	1478915071	30-Dec-25
2	0	1478915072	30-Dec-25
1	0	1478915075	30-Dec-25
0	4	1478915078	30-Dec-25
1	0	1478915080	30-Dec-25
1	0	1478915082	30-Dec-25
0.85	0	1478915084	30-Dec-25
0	10	1478915085	30-Dec-25
0	1	1478915086	30-Dec-25
0.6	0	1478915087	30-Dec-25
27.4	0	1478915088	30-Dec-25
0.02	0.75	1478915089	30-Dec-25
7	0	1478915090	30-Dec-25
6.12	0.05	1478915091	30-Dec-25
24.17	0.075	1478915094	30-Dec-25
0	0.15	1478915095	30-Dec-25
0	5.8	1478915105	30-Dec-25
5	0	1478915106	30-Dec-25
0	0.5	1478915108	30-Dec-25
16.045	0.0625	1478915109	30-Dec-25
0.5	0	1478915111	30-Dec-25
3	0	1478915112	30-Dec-25
4	0	1478915114	30-Dec-25
0	1.05	1478915116	30-Dec-25
0	0.9	1478915118	30-Dec-25
0	7	1478915120	30-Dec-25
1	0	1478915121	30-Dec-25
0.02	100.25	1478915123	30-Dec-25
0	25	1478915124	30-Dec-25
0	0.2	1478915125	30-Dec-25
0	0.05	1478915127	30-Dec-25
598.5	0	1478915128	30-Dec-25
4600	0	1478915131	30-Dec-25
0	0.2	1478915132	30-Dec-25
0	0.1	1478915133	30-Dec-25
31.22	0.1	1478915135	30-Dec-25
0	1	1478915137	30-Dec-25
0	0.3	1478915139	30-Dec-25
0	5	1478915141	30-Dec-25
0	1.5	1478915142	30-Dec-25
0	14	1478915144	30-Dec-25
0.5	0	1478915145	30-Dec-25
0.02	50.125	1478915149	30-Dec-25
1.3	0	1478915150	30-Dec-25
0	20	1478915151	30-Dec-25
0	25	1478915153	30-Dec-25
0	0.5	1478915157	30-Dec-25
0.83	0.025	1478915158	30-Dec-25
15.3	0	1478915159	30-Dec-25
0.02	10.025	1478915160	30-Dec-25
0	0.25	1478915161	30-Dec-25
10	0	1478915162	30-Dec-25
0	0.5	1478915163	30-Dec-25
0	5.7	1478915164	30-Dec-25
0	1.4	1478915169	30-Dec-25
0	23	1478915170	30-Dec-25
0	0.3	1478915171	30-Dec-25
0.8	0	1478915174	30-Dec-25
0	3	1478915175	30-Dec-25
0	2	1478915177	30-Dec-25
0	25.25	1478915179	30-Dec-25
0	4	1478915180	30-Dec-25
1.5	0	1478915182	30-Dec-25
0	0.6	1478915184	30-Dec-25
0	1	1478915185	30-Dec-25
0	1.2	1478915186	30-Dec-25
0	135.486	1478915187	30-Dec-25
1.07	0.025	1478915189	30-Dec-25
999.9	4.95	1478915190	30-Dec-25
1.3	0	1478915191	30-Dec-25
0.5	0	1478915192	30-Dec-25
0.3	0	1478915194	30-Dec-25
5	0	1478915196	30-Dec-25
10.12	0.05	1478915197	30-Dec-25
0.5	0	1478915198	30-Dec-25
100.27	0.125	1478915199	30-Dec-25
16	0	1478915201	30-Dec-25
0.47	0.025	1478915202	30-Dec-25
0.9	0	1478915203	30-Dec-25
0.02	100.25	1478915206	30-Dec-25
3.62	0.05	1478915207	30-Dec-25
0.5	0	1478915209	30-Dec-25
0	151.5	1478915210	30-Dec-25
0	2	1478915211	30-Dec-25
0	24.5628	1478915219	30-Dec-25
0	0.11	1478915224	30-Dec-25
0	0.25	1478915225	30-Dec-25
1.5	0	1478915226	30-Dec-25
0.5	0	1478915227	30-Dec-25
2	0	1478915229	30-Dec-25
0	2	1478915230	30-Dec-25
0	0.3	1478915232	30-Dec-25
0	7	1478915234	30-Dec-25
0.5	0	1478915235	30-Dec-25
0	0.2	1478915236	30-Dec-25
50.22	0.1	1478915238	30-Dec-25
3200	0	1478915239	30-Dec-25
0	7	1478915240	30-Dec-25
0	100	1478915242	30-Dec-25
0	4	1478915243	30-Dec-25
0.02	1.05	1478915244	30-Dec-25
0	100.36	1478915249	30-Dec-25
0.5	0	1478915251	30-Dec-25
0	3.5	1478915252	30-Dec-25
0	28	1478915253	30-Dec-25
0	10	1478915254	30-Dec-25
12.145	0.0625	1478915255	30-Dec-25
0	404.32	1478915256	30-Dec-25
0.02	22.055	1478915262	30-Dec-25
12	0	1478915264	30-Dec-25
0	22	1478915265	30-Dec-25
2.12	0.05	1478915267	30-Dec-25
0.5	0	1478915271	30-Dec-25
0	0.14	1478915272	30-Dec-25
0	0.3	1478915273	30-Dec-25
0.5	0	1478915274	30-Dec-25
200	0	1478915276	30-Dec-25
50.22	0.1	1478915278	30-Dec-25
0	30.27	1478915279	30-Dec-25
5.12	0.05	1478915282	30-Dec-25
0	0.5	1478915283	30-Dec-25
3.12	0.05	1478915284	30-Dec-25
0	2	1478915286	30-Dec-25
0	0.3	1478915287	30-Dec-25
0	1616	1478915288	30-Dec-25
0	0.1	1478915291	30-Dec-25
0	1	1478915295	30-Dec-25
0	50.18	1478915297	30-Dec-25
0.02	2.1	1478915300	30-Dec-25
0	15	1478915301	30-Dec-25
1.5	0	1478915305	30-Dec-25
0	0.5	1478915306	30-Dec-25
0	5	1478915309	30-Dec-25
0	0.3	1478915310	30-Dec-25
0	0.3	1478915313	30-Dec-25
0	0.8	1478915319	30-Dec-25
39.75	0	1478915320	30-Dec-25
0	10	1478915322	30-Dec-25
0	3	1478915326	30-Dec-25
24	0	1478915327	30-Dec-25
0	0.4	1478915329	30-Dec-25
0.3	0	1478915331	30-Dec-25
0	20	1478915333	30-Dec-25
0	0.6	1478915338	30-Dec-25
0	5.6	1478915339	30-Dec-25
0	2	1478915341	30-Dec-25
1	0	1478915342	30-Dec-25
50	0	1478915343	30-Dec-25
20.145	0.0625	1478915346	30-Dec-25
0.02	10.1	1478915347	30-Dec-25
1	0	1478915348	30-Dec-25
0.02	40.1	1478915350	30-Dec-25
0	5.25	1478915352	30-Dec-25
10.12	0.05	1478915353	30-Dec-25
0.5	0	1478915354	30-Dec-25
0	2.3	1478915356	30-Dec-25
0	3	1478915357	30-Dec-25
0	0.8	1478915359	30-Dec-25
0	30	1478915360	30-Dec-25
0	0.5	1478915362	30-Dec-25
0	100	1478915364	30-Dec-25
0	170	1478915365	30-Dec-25
9.12	0.05	1478915366	30-Dec-25
0	2	1478915367	30-Dec-25
0	76.79	1478915368	30-Dec-25
10.12	0.05	1478915370	30-Dec-25
0	0.3	1478915373	30-Dec-25
0.3	0	1478915375	30-Dec-25
2	0	1478915376	30-Dec-25
0	2.0144	1478915378	30-Dec-25
0	2.0144	1478915380	30-Dec-25
0.5	0	1478915382	30-Dec-25
1.2	0	1478915383	30-Dec-25
1.07	0.025	1478915386	30-Dec-25
4	0	1478915387	30-Dec-25
0.7	0	1478915389	30-Dec-25
0	4.5	1478915390	30-Dec-25
0	6.5	1478915391	30-Dec-25
1.07	0.025	1478915392	30-Dec-25
12	0	1478915393	30-Dec-25
0	0.3	1478915395	30-Dec-25
0.12	0	1478915396	30-Dec-25
1.65	0	1478915398	30-Dec-25
30	0	1478915399	30-Dec-25
0	32.95	1478915401	30-Dec-25
0.3	0	1478915405	30-Dec-25
0.25	0	1478915408	30-Dec-25
1	0	1478915411	30-Dec-25
0	5	1478915412	30-Dec-25
0	25	1478915413	30-Dec-25
0	0.7	1478915415	30-Dec-25
0	0.45	1478915416	30-Dec-25
0	505	1478915417	30-Dec-25
0	14	1478915418	30-Dec-25
0	0.6	1478915423	30-Dec-25
20	0	1478915425	30-Dec-25
0	1.5	1478915426	30-Dec-25
0	0.24	1478915427	30-Dec-25
3	0	1478915428	30-Dec-25
0	0.1	1478915429	30-Dec-25
5	0	1478915432	30-Dec-25
0.3	0	1478915435	30-Dec-25
0.02	4.9	1478915436	30-Dec-25
6.5	0	1478915437	30-Dec-25
0	1.6	1478915440	30-Dec-25
0	0.1	1478915443	30-Dec-25
0.99	0	1478915444	30-Dec-25
0	0.5	1478915445	30-Dec-25
0	4.5	1478915447	30-Dec-25
0	1.5	1478915449	30-Dec-25
7.5	0	1478915453	30-Dec-25
0	1	1478915455	30-Dec-25
0	0.5	1478915456	30-Dec-25
0	0.5	1478915457	30-Dec-25
0.65	0	1478915458	30-Dec-25
1.5	0	1478915459	30-Dec-25
3814.02	2	1478915460	30-Dec-25
3.02	0.05	1478915461	30-Dec-25
0	0.3	1478915462	30-Dec-25
0.25	0	1478915464	30-Dec-25
0	3	1478915465	30-Dec-25
4	0	1478915466	30-Dec-25
0	1.3	1478915467	30-Dec-25
0	0.25	1478915472	30-Dec-25
3.7	0	1478915475	30-Dec-25
0	0.3	1478915477	30-Dec-25
0	151.62	1478915481	30-Dec-25
0	0.5	1478915482	30-Dec-25
30	0	1478915483	30-Dec-25
7	0	1478915484	30-Dec-25
0.7	0	1478915485	30-Dec-25
0	1.5	1478915486	30-Dec-25
3.5	0	1478915487	30-Dec-25
29.17	0.075	1478915492	30-Dec-25
7.5	0	1478915494	30-Dec-25
0	2.4	1478915496	30-Dec-25
0.5	0	1478915498	30-Dec-25
0.02	4.6	1478915499	30-Dec-25
0	2	1478915500	30-Dec-25
0.7	0	1478915501	30-Dec-25
2.2	0	1478915503	30-Dec-25
0.25	0	1478915504	30-Dec-25
0.3	0	1478915505	30-Dec-25
0	1	1478915508	30-Dec-25
0	4.6	1478915509	30-Dec-25
0	0.5	1478915511	30-Dec-25
21	0	1478915514	30-Dec-25
100	0	1478915518	30-Dec-25
0	20	1478915519	30-Dec-25
0.02	100.25	1478915520	30-Dec-25
0.22	0.025	1478915521	30-Dec-25
0	0.5	1478915524	30-Dec-25
0.5	0	1478915525	30-Dec-25
0	1.75	1478915528	30-Dec-25
0	151.62	1478915530	30-Dec-25
8	0	1478915531	30-Dec-25
0	101.08	1478915532	30-Dec-25
0	7	1478915533	30-Dec-25
0	10	1478915534	30-Dec-25
0	0.2	1478915535	30-Dec-25
3.5	0	1478915537	30-Dec-25
50	0	1478915538	30-Dec-25
0	5	1478915542	30-Dec-25
9.12	0.05	1478915543	30-Dec-25
0	2	1478915545	30-Dec-25
0	6	1478915547	30-Dec-25
0	1	1478915549	30-Dec-25
0.5	0	1478915553	30-Dec-25
0	0.3	1478915554	30-Dec-25
660	0	1478915556	30-Dec-25
0.38	0	1478915558	30-Dec-25
1	0	1478915559	30-Dec-25
0	0.31	1478915563	30-Dec-25
0	7	1478915566	30-Dec-25
2	0	1478915567	30-Dec-25
0	14	1478915568	30-Dec-25
0.02	99.7487	1478915571	30-Dec-25
0	0.36	1478915576	30-Dec-25
0.02	150.375	1478915577	30-Dec-25
5.12	0.05	1478915578	30-Dec-25
3	0	1478915587	30-Dec-25
2	0.05	1478915588	30-Dec-25
0.57	0.025	1478915589	30-Dec-25
0	0.1	1478915590	30-Dec-25
0	0.7	1478915592	30-Dec-25
0	90	1478915595	30-Dec-25
0.25	0	1478915596	30-Dec-25
100	0	1478915597	30-Dec-25
0.25	0	1478915598	30-Dec-25
0.02	5.66	1478915599	30-Dec-25
50	0	1478915600	30-Dec-25
0	1.2	1478915604	30-Dec-25
10.12	0.05	1478915605	30-Dec-25
0	1.4	1478915607	30-Dec-25
0	1.4	1478915610	30-Dec-25
5	0	1478915611	30-Dec-25
0	0.2	1478915613	30-Dec-25
3	0	1478915618	30-Dec-25
0.02	10.1	1478915619	30-Dec-25
3.8	0.05	1478915623	30-Dec-25
0	0.6	1478915626	30-Dec-25
1.4	0	1478915627	30-Dec-25
0	0.2	1478915628	30-Dec-25
0	30	1478915629	30-Dec-25
0	125.5	1478915641	30-Dec-25
0	4	1478915642	30-Dec-25
0	40.5	1478915643	30-Dec-25
3.1	0	1478915647	30-Dec-25
0	4.5	1478915649	30-Dec-25
0.25	0	1478915650	30-Dec-25
0.5	0	1478915652	30-Dec-25
0	0.47	1478915653	30-Dec-25
0	0.7	1478915655	30-Dec-25
2	0	1478915656	30-Dec-25
3	0	1478915657	30-Dec-25
13	0	1478915658	30-Dec-25
20.145	0.0625	1478915659	30-Dec-25
2.5	0	1478915660	30-Dec-25
0	3	1478915663	30-Dec-25
0.5	0	1478915664	30-Dec-25
15	0	1478915669	30-Dec-25
1.32	0.05	1478915670	30-Dec-25
0	4	1478915671	30-Dec-25
0	1	1478915672	30-Dec-25
0	3	1478915675	30-Dec-25
10.12	0.05	1478915677	30-Dec-25
0.4	0	1478915678	30-Dec-25
230	0	1478915681	30-Dec-25
0.02	425.5612	1478915683	30-Dec-25
0	2.9	1478915685	30-Dec-25
0.25	0	1478915688	30-Dec-25
1	0	1478915689	30-Dec-25
0	3	1478915690	30-Dec-25
0	10	1478915691	30-Dec-25
4	0	1478915692	30-Dec-25
1.07	0.025	1478915693	30-Dec-25
0.02	100.25	1478915697	30-Dec-25
1080	0	1478915699	30-Dec-25
4	0	1478915700	30-Dec-25
0	100.54	1478915702	30-Dec-25
0.02	12.03	1478915703	30-Dec-25
0.2	0	1478915707	30-Dec-25
0	2	1478915708	30-Dec-25
0	1.5	1478915709	30-Dec-25
2	0	1478915711	30-Dec-25
0	5	1478915712	30-Dec-25
0	50	1478915714	30-Dec-25
0	2	1478915715	30-Dec-25
0	78	1478915717	30-Dec-25
2.12	0.05	1478915718	30-Dec-25
0	5	1478915720	30-Dec-25
1.07	0.025	1478915721	30-Dec-25
0	100	1478915723	30-Dec-25
0	0.5	1478915724	30-Dec-25
0	2	1478915725	30-Dec-25
5	0	1478915728	30-Dec-25
0.1	0	1478915729	30-Dec-25
0	0.12	1478915732	30-Dec-25
0	2	1478915733	30-Dec-25
0.5	0	1478915742	30-Dec-25
0	20	1478915743	30-Dec-25
3	0	1478915745	30-Dec-25
1	0	1478915746	30-Dec-25
368.756	0.368	1478915747	30-Dec-25
1.5	0	1478915748	30-Dec-25
0.02	2.1	1478915749	30-Dec-25
0.5	0	1478915752	30-Dec-25
0	1067.74	1478915753	30-Dec-25
0.5	0	1478915754	30-Dec-25
0	4	1478915755	30-Dec-25
0	2	1478915761	30-Dec-25
0.02	10.1	1478915763	30-Dec-25
0.5	0	1478915764	30-Dec-25
0	6	1478915765	30-Dec-25
1	0	1478915769	30-Dec-25
0.3	0	1478915770	30-Dec-25
0	0.3	1478915772	30-Dec-25
10	0	1478915774	30-Dec-25
8	0	1478915776	30-Dec-25
0	50	1478915777	30-Dec-25
14.145	0.0625	1478915779	30-Dec-25
0	2	1478915780	30-Dec-25
3	0	1478915783	30-Dec-25
0	17	1478915785	30-Dec-25
0.5	0	1478915790	30-Dec-25
0	0.4	1478915791	30-Dec-25
0	50	1478915792	30-Dec-25
0	29	1478915793	30-Dec-25
268	0	1478915796	30-Dec-25
0	0.3	1478915799	30-Dec-25
0.3	0	1478915802	30-Dec-25
2	0	1478915803	30-Dec-25
0.5	0	1478915804	30-Dec-25
0	30.27	1478915805	30-Dec-25
0	2	1478915806	30-Dec-25
5.12	0.05	1478915808	30-Dec-25
90.27	0.125	1478915809	30-Dec-25
0	1	1478915812	30-Dec-25
1	0	1478915814	30-Dec-25
0	36	1478915815	30-Dec-25
0	2	1478915816	30-Dec-25
0	7	1478915817	30-Dec-25
100.27	0.125	1478915822	30-Dec-25
0	0.5	1478915824	30-Dec-25
0.1	0	1478915825	30-Dec-25
0	0.5	1478915826	30-Dec-25
0	80	1478915827	30-Dec-25
10.12	0.05	1478915828	30-Dec-25
1.5	0	1478915829	30-Dec-25
0	10.036	1478915834	30-Dec-25
0	1	1478915836	30-Dec-25
0	1.5	1478915838	30-Dec-25
0	7.5	1478915839	30-Dec-25
0.4	0	1478915840	30-Dec-25
0	0.0122	1478915841	30-Dec-25
1.5	0	1478915843	30-Dec-25
2	0	1478915844	30-Dec-25
0	2	1478915845	30-Dec-25
0.57	0.025	1478915846	30-Dec-25
0.7	0	1478915849	30-Dec-25
1.07	0.025	1478915850	30-Dec-25
0	0.25	1478915851	30-Dec-25
0	1.7	1478915852	30-Dec-25
0	0.3	1478915853	30-Dec-25
0	10	1478915854	30-Dec-25
1.07	0.025	1478915855	30-Dec-25
8	0	1478915858	30-Dec-25
13.145	0.0625	1478915862	30-Dec-25
2.02	0.05	1478915863	30-Dec-25
0	50	1478915864	30-Dec-25
0	2	1478915866	30-Dec-25
0	50.18	1478915867	30-Dec-25
0.3	0	1478915868	30-Dec-25
0	0.3	1478915869	30-Dec-25
0	5.15	1478915871	30-Dec-25
0	0.3	1478915872	30-Dec-25
1.2	0	1478915873	30-Dec-25
1	0	1478915875	30-Dec-25
0.02	202	1478915876	30-Dec-25
0.02	20.65	1478915877	30-Dec-25
1.07	0.025	1478915878	30-Dec-25
300	0	1478915879	30-Dec-25
3.12	0.05	1478915880	30-Dec-25
0.5	0	1478915883	30-Dec-25
0.21	0	1478915884	30-Dec-25
0	0.14	1478915887	30-Dec-25
10	0	1478915890	30-Dec-25
0	1.7	1478915891	30-Dec-25
0	5	1478915893	30-Dec-25
0	0.5	1478915894	30-Dec-25
0	0.5	1478915895	30-Dec-25
1	0	1478915896	30-Dec-25
16.675	0.0625	1478915897	30-Dec-25
0.25	0	1478915899	30-Dec-25
0.02	4.1	1478915900	30-Dec-25
0	0.9	1478915902	30-Dec-25
8.62	0.05	1478915904	30-Dec-25
0	1.5	1478915907	30-Dec-25
0	20.5	1478915908	30-Dec-25
0	18	1478915912	30-Dec-25
0	0.3	1478915913	30-Dec-25
4.64	0.05	1478915914	30-Dec-25
0	0.5	1478915915	30-Dec-25
0	2	1478915916	30-Dec-25
0	10	1478915922	30-Dec-25
0	1.9	1478915925	30-Dec-25
0	9	1478915927	30-Dec-25
0	201.44	1478915930	30-Dec-25
22	0	1478915932	30-Dec-25
0	2.5	1478915933	30-Dec-25
5	0	1478915934	30-Dec-25
1	0	1478915935	30-Dec-25
0	29	1478915937	30-Dec-25
0	1	1478915939	30-Dec-25
0	17	1478915940	30-Dec-25
0.02	1.05	1478915949	30-Dec-25
0	0.12	1478915950	30-Dec-25
0	0.3	1478915951	30-Dec-25
18.9	0	1478915952	30-Dec-25
0.3	0	1478915954	30-Dec-25
15	0	1478915955	30-Dec-25
0.66	0	1478915956	30-Dec-25
3	0	1478915958	30-Dec-25
2.12	0.05	1478915959	30-Dec-25
0	3	1478915960	30-Dec-25
0	1	1478915961	30-Dec-25
0	7	1478915963	30-Dec-25
0.5	0	1478915964	30-Dec-25
0.02	5.1	1478915968	30-Dec-25
0.25	0	1478915969	30-Dec-25
0	0.1	1478915971	30-Dec-25
0.47	0.025	1478915972	30-Dec-25
0.8	0	1478915973	30-Dec-25
